epa_class,srn,facility_name,address_line1,city,zip,county,egle_district,staff,address_full
MINOR,N0938,OLD WORLD REFINISHING LTD,32726 W EIGHT MILE RD,FARMINGTON,48336,OAKLAND,WARREN,KONANAHALLII,"32726 W EIGHT MILE RD, FARMINGTON, MI 48336"
MINOR,N1723,ORIENT PRINTING & ADVERTISING,1221 E NINE MILE RD,FERNDALE,48220,OAKLAND,WARREN,KONANAHALLII,"1221 E NINE MILE RD, FERNDALE, MI 48220"
MINOR,A5225,PATRIOT SENSORS & CONTROLS CORP,1080 N CROOKS RD,CLAWSON,48017,OAKLAND,WARREN,KONANAHALLII,"1080 N CROOKS RD, CLAWSON, MI 48017"
,N2747,PETRUSHA & SONS AUTO RESTORATION,2329 AIRPORT,WATERFORD,48327,OAKLAND,WARREN,KONANAHALLII,"2329 AIRPORT, WATERFORD, MI 48327"
,A4724,PIEDMONT CONCRETE INC,29934 W EIGHT MILE RD,FARMINGTON,48336,OAKLAND,WARREN,KONANAHALLII,"29934 W EIGHT MILE RD, FARMINGTON, MI 48336"
MINOR,N3629,"HARMONSIGN, INC., DBA PLANET NEON",46593 GRAND RIVER AVE,NOVI,48374,OAKLAND,WARREN,KONANAHALLII,"46593 GRAND RIVER AVE, NOVI, MI 48374"
,B7347,PRECISION PIPE & SUPPLY CO,4950 WHITE LAKE RD,CLARKSTON,48316,OAKLAND,WARREN,KONANAHALLII,"4950 WHITE LAKE RD, CLARKSTON, MI 48316"
,N3287,PRECISION STANDARD INC,721 E SARATOGA AVE,AUBURN HILLS,,OAKLAND,WARREN,KONANAHALLII,
,G3556,PROGRESS PATTERN CORP,21555 TELEGRAPH RD,SOUTHFIELD,48034,OAKLAND,WARREN,KONANAHALLII,"21555 TELEGRAPH RD, SOUTHFIELD, MI 48034"
MINOR,N3384,PROGRESSIVE METAL MFG CO,1300 CHANNING,FERNDALE,48220,OAKLAND,WARREN,KONANAHALLII,"1300 CHANNING, FERNDALE, MI 48220"
MINOR,N2961,ANDERSEN & ASSOCIATES,30575 ANDERSON COURT,WIXOM,48393,OAKLAND,WARREN,KONANAHALLII,"30575 ANDERSON COURT, WIXOM, MI 48393"
,N2094,R & J INDUSTRIAL INC,24002 HAGGERTY RD,FARMINGTN HLS,48335,OAKLAND,WARREN,,"24002 HAGGERTY RD, FARMINGTN HLS, MI 48335"
MINOR,B7150,R & J MANUFACTURING CO,3200 MARTIN RD,WALLED LAKE,48390,OAKLAND,WARREN,KONANAHALLII,"3200 MARTIN RD, WALLED LAKE, MI 48390"
,N3802,RANDY HOSLER PONTIAC INC,65865 DIXIE HWY,CLARKSTON,48016,OAKLAND,WARREN,KONANAHALLII,"65865 DIXIE HWY, CLARKSTON, MI 48016"
MINOR,B7791,RANDY'S SERVICE,1088 GARDEN RD,MILFORD,48380,OAKLAND,WARREN,KONANAHALLII,"1088 GARDEN RD, MILFORD, MI 48380"
,N1820,RONS AUTO CLINIC INC,6491 ELIZABETH LAKE RD,WATERFORD,48327,OAKLAND,WARREN,KONANAHALLII,"6491 ELIZABETH LAKE RD, WATERFORD, MI 48327"
MINOR,N7948,RYKEN TUBE MANUFACTURING INC(SEE N3515),,WALLED LAKE,,OAKLAND,WARREN,KONANAHALLII,
MINOR,N2978,SCODELLER CONSTRUCTION,51722 GRAND RIVER,WIXOM,48393,OAKLAND,WARREN,KONANAHALLII,"51722 GRAND RIVER, WIXOM, MI 48393"
MINOR,N1903,SHERATON SOUTHFIELD HOTEL,16400 J L HUDSON DR,SOUTHFIELD,48075,OAKLAND,WARREN,BOGNARA1,"16400 J L HUDSON DR, SOUTHFIELD, MI 48075"
MINOR,A4401,SHERWOOD PATTERN CO,4231 MARTIN RD,WALLED LAKE,48390,OAKLAND,WARREN,KONANAHALLII,"4231 MARTIN RD, WALLED LAKE, MI 48390"
,B8912,SHWAYDER CO,2335 E LINCOLN,BIRMINGHAM,48009,OAKLAND,WARREN,KONANAHALLII,"2335 E LINCOLN, BIRMINGHAM, MI 48009"
MINOR,B6088,"SUPERIOR MATERIALS, INC.",44922 GRAND RIVER,NOVI,48375,OAKLAND,WARREN,KONANAHALLII,"44922 GRAND RIVER, NOVI, MI 48375"
,N7949,SPECIALTY STEEL TREATING INC SEE SRN N6650,31610 EIGHT MILE RD,FARMINGTN HLS,48336,OAKLAND,WARREN,AHAMMODS,"31610 EIGHT MILE RD, FARMINGTN HLS, MI 48336"
MINOR,N3102,SPIKER FORD INC,130 MILFORD RD,MILFORD,48381,OAKLAND,WARREN,KONANAHALLII,"130 MILFORD RD, MILFORD, MI 48381"
,N7950,ST JOSEPH MERCY HOSPITAL SEE SRN G5066,44405 WOODWARD,PONTIAC,48341,OAKLAND,WARREN,,"44405 WOODWARD, PONTIAC, MI 48341"
MINOR,A4844,STANLEY DOOR SYSTEMS,2400 E LINCOLN RD,BIRMINGHAM,48009,OAKLAND,WARREN,KONANAHALLII,"2400 E LINCOLN RD, BIRMINGHAM, MI 48009"
MINOR,F9042,STERLING SCALE CO,20950 BOENING DR,SOUTHFIELD,48075,OAKLAND,WARREN,KONANAHALLII,"20950 BOENING DR, SOUTHFIELD, MI 48075"
MINOR,N5510,BP GAS STATION/EZ PETROLEUM INC FKA SUN CO INC,13600 W EIGHT MILE RD,OAK PARK,48237,OAKLAND,WARREN,KONANAHALLII,"13600 W EIGHT MILE RD, OAK PARK, MI 48237"
MINOR,B5840,SUPER STEEL TREATING CO,6227 RINKE,WARREN,48091,MACOMB,WARREN,KONANAHALLII,"6227 RINKE, WARREN, MI 48091"
,M4088,SUPERIOR PLASTICS INC,417 SECOND,ROCHESTER,48307,OAKLAND,WARREN,KONANAHALLII,"417 SECOND, ROCHESTER, MI 48307"
MINOR,B4895,TONY ANGELO CONSTRUCTION CO,46850 GRAND RIVER,NOVI,,OAKLAND,WARREN,KONANAHALLII,
MINOR,N2122,"SAFETY TECHNOLOGY INTERNATIONAL, INC.",3777 AIRPORT RD,WATERFORD,48329,OAKLAND,WARREN,KONANAHALLII,"3777 AIRPORT RD, WATERFORD, MI 48329"
,N5251,TRI-CITY AGGREGATES,16821 DIXIE HWY,OXFORD,48051,OAKLAND,WARREN,KELLYK6,"16821 DIXIE HWY, OXFORD, MI 48051"
,N5252,TRI-CITY AGGREGATES,16821 DIXIE HWY,HOLLY,,OAKLAND,WARREN,KELLYK6,
,N5353,TRI-CITY AGGREGATES,16821 DIXIE HWY,HOLLY,,OAKLAND,WARREN,,
,N5869,TRI-CITY AGGREGATES,16821 DIXIE HWY,HOLLY,,OAKLAND,WARREN,,
MINOR,N0779,UNITED SOLAR OVONIC,1100 MAPLE RD,TROY,48084,OAKLAND,WARREN,KONANAHALLII,"1100 MAPLE RD, TROY, MI 48084"
MINOR,N3853,U S POSTAL SERVICE,3130 ELIZABETH LAKE RD,WATERFORD,48328,OAKLAND,WARREN,KONANAHALLII,"3130 ELIZABETH LAKE RD, WATERFORD, MI 48328"
MINOR,B6280,VAN HORN BROS - MT CLEMENS PLANT,48655 GRATIOT,MOUNT CLEMENS,48043,MACOMB,WARREN,KONANAHALLII,"48655 GRATIOT, MOUNT CLEMENS, MI 48043"
,B6279,VAN HORN BROS - WATERFORD PLANT,3770 AIRPORT RD,WATERFORD,48329,OAKLAND,WARREN,KONANAHALLII,"3770 AIRPORT RD, WATERFORD, MI 48329"
MINOR,B6269,SMYRNA READY MIX,4389 LESSING DR,WATERFORD,48095,OAKLAND,WARREN,KONANAHALLII,"4389 LESSING DR, WATERFORD, MI 48095"
,N5414,WAYNE OAKLAND OIL,230 E HARRISON ST,ROYAL OAK,48068,OAKLAND,WARREN,KONANAHALLII,"230 E HARRISON ST, ROYAL OAK, MI 48068"
MINOR,N3808,WESTINGHOUSE ELECTRIC CORP,24710 ELEVEN MILE RD,SOUTHFIELD,48034,OAKLAND,WARREN,KONANAHALLII,"24710 ELEVEN MILE RD, SOUTHFIELD, MI 48034"
MINOR,A3147,WIDGER GROUP INC,13650 E TEN MILE RD,WARREN,48089,MACOMB,WARREN,KONANAHALLII,"13650 E TEN MILE RD, WARREN, MI 48089"
MINOR,B7361,"VALENTINE DISTILLING CO., INC.",161 VESTER,FERNDALE,48220,OAKLAND,WARREN,KONANAHALLII,"161 VESTER, FERNDALE, MI 48220"
MINOR,N2456,"SPORTS FAB, LLC",321 S HOUGHTON,MILFORD,48043,OAKLAND,WARREN,KONANAHALLII,"321 S HOUGHTON, MILFORD, MI 48043"
,N7956,COAT IT INC,1540 WOODROW WILSON AVE,DETROIT,48238,WAYNE,DETROIT,ACEVEDOJ1,"1540 WOODROW WILSON AVE, DETROIT, MI 48238"
MINOR,N7957,DIVERSE RETAINING SOLUTIONS,31500 PAMCO COURT,LIVONIA,48150,WAYNE,DETROIT,ZIMMERMANJ3,"31500 PAMCO COURT, LIVONIA, MI 48150"
MINOR,N7958,MELCO ENGRAVING INC,1809 ROCHESTER INDUSTRIAL DR,ROCHESTER HLS,48309,OAKLAND,WARREN,DZIADOSZM,"1809 ROCHESTER INDUSTRIAL DR, ROCHESTER HLS, MI 48309"
MINOR,N7959,PENINSULA POWDER COATING INC,128 HEMLOCK,BARAGA,49908,BARAGA,MARQUETTE,SCANLANJ,"128 HEMLOCK, BARAGA, MI 49908"
,N7960,BIRNEY MIDDLE SCHOOL - SOUTHFIELD BD OF ED,27275 EVERGREEN RD,SOUTHFIELD,48076,OAKLAND,WARREN,KELLYK6,"27275 EVERGREEN RD, SOUTHFIELD, MI 48076"
SM OPT OUT,N7961,VCP MICHIGAN - CHESTER 10,SE NW SEC 10 T30N R02W CHESTER 10 CPF,CHESTER TWP,49735,OTSEGO,CADILLAC,DICKMANR,"SE NW SEC 10 T30N R02W CHESTER 10 CPF, CHESTER TWP, MI 49735"
,N7962,SOUTHFIELD SECTION #14,24661 LASHER RD,SOUTHFIELD,48034,OAKLAND,WARREN,,"24661 LASHER RD, SOUTHFIELD, MI 48034"
,N7963,SOUTHFIELD BOARD OF EDUCATION,18575 W 9 MILE RD,SOUTHFIELD,48075,OAKLAND,WARREN,,"18575 W 9 MILE RD, SOUTHFIELD, MI 48075"
,N7964,FRANKLIN MANOR CONVALESCENT CENTER,26900 FRANKLIN RD,SOUTHFIELD,48033,OAKLAND,WARREN,,"26900 FRANKLIN RD, SOUTHFIELD, MI 48033"
,M3214,MEDILODGE OF SOUTHFIELD,26715 GREENFIELD RD,SOUTHFIELD,48076,OAKLAND,WARREN,KONANAHALLII,"26715 GREENFIELD RD, SOUTHFIELD, MI 48076"
,N7966,SOUTH WARREN HEALTH FACILITY,27725 GREENFIELD RD,SOUTHFIELD,48076,OAKLAND,WARREN,,"27725 GREENFIELD RD, SOUTHFIELD, MI 48076"
SM OPT OUT,N7820,TRENDWELL ANTRIM INC - AVERY 18,NW SE SE SECTION 18,VIENNA TWP,49709,MONTMORENCY,GAYLORD,RADULSKIR,"NW SE SE SECTION 18, VIENNA TWP, MI 49709"
MINOR,N7967,DENNY OLSON #4-08,PORTABLE CRUSHING PLANT #4-08,QUINNESEC,49876,DICKINSON,MARQUETTE,SCANLANJ,"PORTABLE CRUSHING PLANT #4-08, QUINNESEC, MI 49876"
MINOR,A4227,AMERICAN GREASE STICK CO,2651 HOYT,MUSKEGON,49444,MUSKEGON,GRAND RAPIDS,EVANSS13,"2651 HOYT, MUSKEGON, MI 49444"
MINOR,N1933,ANIMAL CLINIC OF MUSKEGON,2007 APPLE AVE,MUSKEGON,49442,MUSKEGON,GRAND RAPIDS,EVANSS13,"2007 APPLE AVE, MUSKEGON, MI 49442"
MINOR,A4230,BUSH CONCRETE PRODUCTS INC,3584 AIRLINE,MUSKEGON,49444,MUSKEGON,GRAND RAPIDS,EVANSS13,"3584 AIRLINE, MUSKEGON, MI 49444"
MINOR,N0654,C W MARSH CO,1385 HUDSON ST,MUSKEGON,49443,MUSKEGON,GRAND RAPIDS,EVANSS13,"1385 HUDSON ST, MUSKEGON, MI 49443"
MINOR,A5712,OCEANA FOODS,133 LINCOLN ST,SHELBY,49455,OCEANA,GRAND RAPIDS,GRINSTERNE,"133 LINCOLN ST, SHELBY, MI 49455"
MINOR,F8280,CLOCK FUNERAL HOME,48 W GRAND AVE,MUSKEGON,49443,MUSKEGON,GRAND RAPIDS,EVANSS13,"48 W GRAND AVE, MUSKEGON, MI 49443"
MINOR,N0787,COMPETITIVE EDGE,636 W GRAND,MUSKEGON,49441,MUSKEGON,GRAND RAPIDS,DIXONJ2,"636 W GRAND, MUSKEGON, MI 49441"
MINOR,B8609,ERMANCO INC,6870 GRAND HAVEN RD,SPRING LAKE,49456,MUSKEGON,GRAND RAPIDS,EVANSS13,"6870 GRAND HAVEN RD, SPRING LAKE, MI 49456"
MINOR,M0830,FLEET ENGINEERS INC,1800 E KEATING,MUSKEGON,49442,MUSKEGON,GRAND RAPIDS,EVANSS13,"1800 E KEATING, MUSKEGON, MI 49442"
MINOR,B6467,GRAY AND COMPANY,503 POLK RD,HART,49420,OCEANA,GRAND RAPIDS,EVANSS13,"503 POLK RD, HART, MI 49420"
MINOR,B7101,GREAT LAKES FINISHING,510 W HACKLEY AVE,MUSKEGON,49444,MUSKEGON,GRAND RAPIDS,EVANSS13,"510 W HACKLEY AVE, MUSKEGON, MI 49444"
MINOR,N3633,HARBOR STEEL AND SUPPLY,1060 JUDSON RD,MUSKEGON,49441,MUSKEGON,GRAND RAPIDS,EVANSS13,"1060 JUDSON RD, MUSKEGON, MI 49441"
MINOR,N3408,HILITE INTERNATIONAL,2001 PEACH ST,WHITEHALL,49461,MUSKEGON,GRAND RAPIDS,EVANSS13,"2001 PEACH ST, WHITEHALL, MI 49461"
MINOR,N1226,INTECO INC,5967 MAPLE ISLAND RD,NUNICA,49448,MUSKEGON,GRAND RAPIDS,EVANSS13,"5967 MAPLE ISLAND RD, NUNICA, MI 49448"
MINOR,G5552,LAKESHORE COMMUNITY HOSPITAL,72 S STATE ST,SHELBY,49455,OCEANA,GRAND RAPIDS,EVANSS13,"72 S STATE ST, SHELBY, MI 49455"
MINOR,M2325,LIFELINE FOR POUND BUDDIES RESCUE,1300 KEATING AVE,MUSKEGON,49442,MUSKEGON,GRAND RAPIDS,EVANSS13,"1300 KEATING AVE, MUSKEGON, MI 49442"
MINOR,A5711,"BURNETTE FOODS, INC",4856 FIRST ST,NEW ERA,49446,OCEANA,GRAND RAPIDS,GRINSTERNE,"4856 FIRST ST, NEW ERA, MI 49446"
MINOR,N3069,PLIANT PLASTICS CORP,6259 NORTON INDUSTRIAL CT,MUSKEGON,49441,MUSKEGON,GRAND RAPIDS,DIXONJ2,"6259 NORTON INDUSTRIAL CT, MUSKEGON, MI 49441"
MINOR,N5086,R J WOODWORKING,3108 WHITEHALL RD,MUSKEGON,49445,MUSKEGON,GRAND RAPIDS,EVANSS13,"3108 WHITEHALL RD, MUSKEGON, MI 49445"
SM OPT OUT,N3057,STRUCTURAL CONCEPTS CORP,888 EAST PORTER RD,MUSKEGON,49441,MUSKEGON,GRAND RAPIDS,EVANSS13,"888 EAST PORTER RD, MUSKEGON, MI 49441"
MINOR,M0880,SUNRISE MEMORIAL GARDENS,2188 INDUSTRIAL BLVD,MUSKEGON,49442,MUSKEGON,GRAND RAPIDS,EVANSS13,"2188 INDUSTRIAL BLVD, MUSKEGON, MI 49442"
MINOR,N7968,OMEGA CASTINGS,301 FRITZ KEIPER BLVD,BATTLE CREEK,49015,CALHOUN,KALAMAZOO,CHAPELA,"301 FRITZ KEIPER BLVD, BATTLE CREEK, MI 49015"
MINOR,N7969,AMERICAN COMPOUNDING SPECIALTIES,200 VETERANS DR,FOWLERVILLE,48836,LIVINGSTON,LANSING,MYOTTB,"200 VETERANS DR, FOWLERVILLE, MI 48836"
MINOR,N7971,OIL ENERGY CORP - KEARNEY SOUTH,KEARNEY SOUTH,BELLAIRE,49615,ANTRIM,CADILLAC,OWENSC1,"KEARNEY SOUTH, BELLAIRE, MI 49615"
SM OPT OUT,N7972,OIL ENERGY CORP - KEARNEY 29,KEARNEY 29,BELLAIRE,49615,ANTRIM,GAYLORD,RADULSKIR,"KEARNEY 29, BELLAIRE, MI 49615"
MINOR,N7973,"MUSKEGON OPERATING COMPANY, LLC -- KELLY",BALSAM RD SEC 23 T19N R3W,HARRISON,48625,CLARE,BAY CITY,GENTLEN,"BALSAM RD SEC 23 T19N R3W, HARRISON, MI 48625"
MINOR,O1448,EXTRUDE HONE THERMOBURR,50459 CENTRAL INDUSTRIAL DR,SHELBY TWP,48315,MACOMB,WARREN,KELLYK6,"50459 CENTRAL INDUSTRIAL DR, SHELBY TWP, MI 48315"
MINOR,N7974,US ZINC,245 N FILLMORE RD,COLDWATER,49036,BRANCH,KALAMAZOO,COLLINSC21,"245 N FILLMORE RD, COLDWATER, MI 49036"
MINOR,N2474,FINISHING SERVICES INC,877 ANN ST,YPSILANTI,48197,WASHTENAW,JACKSON,KOVALCHICKM,"877 ANN ST, YPSILANTI, MI 48197"
,N7975,HERSH COMPANY,50371 E RUSSELL SCHMIDT BLVD,CHESTERFIELD,48051,MACOMB,WARREN,KALLUMKALS,"50371 E RUSSELL SCHMIDT BLVD, CHESTERFIELD, MI 48051"
MINOR,N7976,OTTAWA LAKE CO OP ELEVATOR CO,7433 LYNCH RD,OTTAWA LAKE,49267,MONROE,JACKSON,KAVANAUGHD,"7433 LYNCH RD, OTTAWA LAKE, MI 49267"
,N7977,MICHIGAN FUELS INC,26355 TELEGRAPH RD,SOUTHFIELD,48034,OAKLAND,WARREN,KONANAHALLII,"26355 TELEGRAPH RD, SOUTHFIELD, MI 48034"
MINOR,B6415,WILLIAMS INTERNATIONAL,2280 W MAPLE RD,WALLED LAKE,48390,OAKLAND,WARREN,KELLYK6,"2280 W MAPLE RD, WALLED LAKE, MI 48390"
MAJOR,N5656,NYLOK LLC,15260 HALLMARK Court,MACOMB,48042,MACOMB,WARREN,KELLYK6,"15260 HALLMARK Court, MACOMB, MI 48042"
SM OPT OUT,N2090,MALLOY INC,5411 JACKSON RD,ANN ARBOR,48103,WASHTENAW,JACKSON,KOVALCHICKM,"5411 JACKSON RD, ANN ARBOR, MI 48103"
MINOR,M4270,PONTIAC MUNICIPAL CEMETERIES,6180 DIXIE HWY,CLARKSTON,48346,OAKLAND,WARREN,AHAMMODS,"6180 DIXIE HWY, CLARKSTON, MI 48346"
,A4841,AMMAR CORP,22180 WEST EIGHT MILE RD,SOUTHFIELD,48033,OAKLAND,WARREN,SEIDELT,"22180 WEST EIGHT MILE RD, SOUTHFIELD, MI 48033"
MINOR,N7978,MUSKEGON WASTEWATER MANAGE,634 OTTAWA AVE,MUSKEGON,49442,MUSKEGON,GRAND RAPIDS,EVANSS13,"634 OTTAWA AVE, MUSKEGON, MI 49442"
MINOR,N0843,LAPEER PAINT MFG INC,811 WHITNEY DR,LAPEER,48446,LAPEER,LANSING,TERRYK,"811 WHITNEY DR, LAPEER, MI 48446"
MINOR,N3948,GEROU EXCAVATING INC,H13 AND M28,WETMORE,49895,ALGER,MARQUETTE,LUCEL1,"H13 AND M28, WETMORE, MI 49895"
MINOR,K2928,PORT HURON HOSPITAL,1001 KEARNEY ST,PORT HURON,48060,SAINT CLAIR,WARREN,BOGNARA1,"1001 KEARNEY ST, PORT HURON, MI 48060"
,M1980,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVE,PORT HURON,48060,SAINT CLAIR,WARREN,BOGNARA1,"2601 ELECTRIC AVE, PORT HURON, MI 48060"
,N7979,WILLIAM DICKERSON TRUCKING INC,212 S VAN BUREN ST,BLOOMINGDALE,49026,VAN BUREN,KALAMAZOO,BENAWAYR,"212 S VAN BUREN ST, BLOOMINGDALE, MI 49026"
MINOR,N1627,TURBO COMPONENTS INC,16960 148TH AVE,SPRING LAKE,49456,OTTAWA,GRAND RAPIDS,GRINSTERNE,"16960 148TH AVE, SPRING LAKE, MI 49456"
MINOR,N7980,EPS PRECISION CASTINGS,585 SECOND ST,FERRYSBURG,49409,OTTAWA,GRAND RAPIDS,GRINSTERNE,"585 SECOND ST, FERRYSBURG, MI 49409"
MINOR,N7981,AGGREGATE & DEVELOPING LLC - SUPERIOR PIT,1108 Lincoln Road,ALLEGAN,49010,ALLEGAN,KALAMAZOO,TURTOND,"1108 Lincoln Road, ALLEGAN, MI 49010"
SM OPT OUT,N7982,LEADING EDGE FIBERGLASS POOL,3090 W COOK RD,GRAND BLANC,48439,GENESEE,LANSING,BRUNNERJ1,"3090 W COOK RD, GRAND BLANC, MI 48439"
MINOR,N1455,NOAH'S PET CEMETERY & PET CREMATORY,2727 ORANGE AVE SE,CASCADE TWP,49546,KENT,GRAND RAPIDS,COXM9,"2727 ORANGE AVE SE, CASCADE TWP, MI 49546"
MINOR,M4456,FUTURAMIC TOOL & ENGINEERING COMPANY,20101 and 20201 HOOVER RD,DETROIT,48205,WAYNE,DETROIT,ACEVEDOJ1,"20101 and 20201 HOOVER RD, DETROIT, MI 48205"
MINOR,A2465,QUALITY NON-FERROUS FOUNDRY,1251 JUDD STREET SW,GRAND RAPIDS,49509,KENT,GRAND RAPIDS,GRINSTERNE,"1251 JUDD STREET SW, GRAND RAPIDS, MI 49509"
MINOR,N7983,G & H LANDFILL,3160 23 MILE RD AND RYAN RD,SHELBY TWP,48317,MACOMB,WARREN,KONANAHALLII,"3160 23 MILE RD AND RYAN RD, SHELBY TWP, MI 48317"
,N7984,IONIA CITY LANDFILL,CLEVELAND ST AND W MAIN,IONIA,48846,IONIA,GRAND RAPIDS,,"CLEVELAND ST AND W MAIN, IONIA, MI 48846"
,N7994,MOTOR WHEEL DISPOSAL SITE,2401 N HIGH ST,LANSING,48906,INGHAM,LANSING,LUPLOWM1,"2401 N HIGH ST, LANSING, MI 48906"
MINOR,N7985,NORTHERNAIRE PLATING/KYSOR,1002 SIXTH ST,CADILLAC,49601,WEXFORD,CADILLAC,CHILDSK,"1002 SIXTH ST, CADILLAC, MI 49601"
,N7987,PEERLESS PLATING CO,2554 GETTY AVE,MUSKEGON,49444,MUSKEGON,GRAND RAPIDS,,"2554 GETTY AVE, MUSKEGON, MI 49444"
MINOR,N7988,PETOSKEY MUNICIPAL WELL FIELD,200 WEST LAKE ST,PETOSKEY,49770,EMMET,GAYLORD,RADULSKIR,"200 WEST LAKE ST, PETOSKEY, MI 49770"
MINOR,N7989,RASMUSSEN LANDFILL,9040 SPICER RD,BRIGHTON,48116,LIVINGSTON,LANSING,DAVISS46,"9040 SPICER RD, BRIGHTON, MI 48116"
,N7990,ROSE TOWNSHIP DUMP,MUNGER RD & MILFORD RD,HOLLY,48442,OAKLAND,WARREN,,"MUNGER RD & MILFORD RD, HOLLY, MI 48442"
,N1713,SPARTAN CHEMICAL,2539 28TH ST SW,WYOMING,49509,KENT,GRAND RAPIDS,LAZZAROA1,"2539 28TH ST SW, WYOMING, MI 49509"
,N7991,SPIEGELBERG LANDFILL,US-23 & SPICER RD,BRIGHTON,49509,LIVINGSTON,LANSING,DAVISS46,"US-23 & SPICER RD, BRIGHTON, MI 49509"
,B2018,RUBBERMAID NEWELL,309 N PROSPECT ST,STURGIS,49091,SAINT JOSEPH,KALAMAZOO,COLLINSC21,"309 N PROSPECT ST, STURGIS, MI 49091"
,N7992,THERMO-CHEM,4331 EVANSTON AVE,MUSKEGON,49442,MUSKEGON,GRAND RAPIDS,,"4331 EVANSTON AVE, MUSKEGON, MI 49442"
,N0832,VERONA WELL FIELD,250 BRIGDEN DR,BATTLE CREEK,49014,CALHOUN,KALAMAZOO,CLEMENSK,"250 BRIGDEN DR, BATTLE CREEK, MI 49014"
,N7993,WASH KING LAUNDRY,M-37 & 72ND ST,BALDWIN,49304,LAKE,CADILLAC,DICKMANR,"M-37 & 72ND ST, BALDWIN, MI 49304"
MINOR,N7986,OTT/STORY/CORDOVA CHEMICAL CO,500 AGARD RD,N MUSKEGON,49444,MUSKEGON,GRAND RAPIDS,,"500 AGARD RD, N MUSKEGON, MI 49444"
,N2992,A G DAVIS GAGE & ENGINEERING CO,6894 MAPLE VALLEY RD,BROWN CITY,48416,SANILAC,BAY CITY,EURICHG,"6894 MAPLE VALLEY RD, BROWN CITY, MI 48416"
MINOR,N7995,NEWBERRY LUMBER,13813 EAST VICTORY WAY,NEWBERRY,49868,LUCE,MARQUETTE,AHAMMODS,"13813 EAST VICTORY WAY, NEWBERRY, MI 49868"
MINOR,N2321,AUTOTEK SEALANTS INC,23800 RESEARCH DR,FARMINGTN HLS,48335,OAKLAND,WARREN,AMERU,"23800 RESEARCH DR, FARMINGTN HLS, MI 48335"
MINOR,N7996,FLORENCE CEMENT PLANT #741,51515 Corridor,SHELBY TWP,48315,MACOMB,WARREN,KALLUMKALS,"51515 Corridor, SHELBY TWP, MI 48315"
MINOR,N7997,PORT CITY METAL PRODUCTS,2350 BLACK CREEK RD,MUSKEGON,49444,MUSKEGON,GRAND RAPIDS,GRINSTERNE,"2350 BLACK CREEK RD, MUSKEGON, MI 49444"
MINOR,N7998,J & A PENEGOR INC,32865 HIGHWAY M-26,TOIVOLA,49965,HOUGHTON,MARQUETTE,SCANLANJ,"32865 HIGHWAY M-26, TOIVOLA, MI 49965"
MINOR,B5247,BRILL COMPANY,715 JAMES ST,LUDINGTON,49431,MASON,CADILLAC,DICKMANR,"715 JAMES ST, LUDINGTON, MI 49431"
SM OPT OUT,N7999,SHELBY CABINETS,4651 25 MILE RD,SHELBY TWP,48316,MACOMB,WARREN,PINGAR,"4651 25 MILE RD, SHELBY TWP, MI 48316"
MINOR,N8000,"MONARCH PETROLEUM INC, SUBSIDARY OF VOYAGER PETROL",600 S DEACON ST,DETROIT,48217,WAYNE,DETROIT,HEMBENT,"600 S DEACON ST, DETROIT, MI 48217"
MINOR,N1019,NORTHFIELD MANUFACTURING,38549 WEBB,WESTLAND,48185,WAYNE,DETROIT,ZIMMERMANJ3,"38549 WEBB, WESTLAND, MI 48185"
MINOR,M4135,SATURN OF SOUTHGATE,16000 FORT STREET,SOUTHGATE,,WAYNE,DETROIT,ZIMMERMANJ3,
MINOR,N3809,"ADVANCED TECHNOLOGY & TESTING, ATW",12841 STARK RD,LIVONIA,48150,WAYNE,DETROIT,ZIMMERMANJ3,"12841 STARK RD, LIVONIA, MI 48150"
MINOR,A7653,JEDTCO CORP,5899 EXECUTIVE DR,WESTLAND,48185,WAYNE,DETROIT,ZIMMERMANJ3,"5899 EXECUTIVE DR, WESTLAND, MI 48185"
MINOR,M3875,VICO PRODUCTS,41555 ANN ARBOR,PLYMOUTH,48170,WAYNE,DETROIT,ZIMMERMANJ3,"41555 ANN ARBOR, PLYMOUTH, MI 48170"
,M4446,GEELHOOD CO,25613 WEST SEVEN MILE RD,REDFORD TWP,48240,WAYNE,DETROIT,ZIMMERMANJ3,"25613 WEST SEVEN MILE RD, REDFORD TWP, MI 48240"
MINOR,N8001,SMART OFFICE SYSTEMS,2110 S WASHINGTON,LANSING,48910,INGHAM,LANSING,MCGEEND,"2110 S WASHINGTON, LANSING, MI 48910"
MINOR,N0280,CELLEX CORP,423 AMELIA,PLYMOUTH,48170,WAYNE,DETROIT,HEMBENT,"423 AMELIA, PLYMOUTH, MI 48170"
MINOR,G6589,BENNETT WOOD SPECIALTIES INC,109 CARLTON ST,ZEELAND,49464,OTTAWA,GRAND RAPIDS,ROBINSONC17,"109 CARLTON ST, ZEELAND, MI 49464"
MINOR,N8002,"NEXT DOOR OPERATIONS, LLC - SOIL REMEDIATION SYS",STORE #12 493 E MAIN ST,FARWELL,48622,CLARE,BAY CITY,GENTLEN,"STORE #12 493 E MAIN ST, FARWELL, MI 48622"
